TournamentName,StartDate,EndDate,DiscardedDates,Grounds,TimeSlots
CPLKC-T15-SPRING-2026,2026-04-25,2026-07-12,2026-07-04;2026-07-05;2026-05-23;2026-05-24,OCG;PCG,08:00-10:45;13:30-16:15;10:45-13:30;16:15-19:00
